what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1393290921923
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1393290921923
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1393290921938
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1393290921938
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1393290921954
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1393290921970
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1393290921985
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1393290922001
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1393290922016
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1393290922016
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1393290922016
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1393290922032
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1393290922063
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1393290922063
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1393290922079
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1393290922095
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1393290922095
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1393290922126
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1393290922141
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1393290922157
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1393290922173
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1393290922173
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1393290922188
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1393290922188
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1393290922204
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1393290922204
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1393290922220
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1393290922220
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1393290922235
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1393290922266
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1393290922282
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1393290922360
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1393290922360
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1393290922720
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1393290922735
started,bundle,com.enerjy.analyzer.core,3.2.371,"com.enerjy.analyzer.core",1393290922735
started,bundle,com.enerjy.analyzer.ui,3.2.371,"com.enerjy.analyzer.ui",1393290922735
started,bundle,com.enerjy.common,1.2.371,"com.enerjy.common",1393290922735
started,bundle,com.enerjy.index.ui,1.2.371,"com.enerjy.index.ui",1393290922735
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1393290922798
os,sysinfo,,,"win32",1393290922798
arch,sysinfo,,,"x86_64",1393290922798
ws,sysinfo,,,"win32",1393290922798
locale,sysinfo,,,"en_US",1393290922798
processors,sysinfo,,,"24",1393290922798
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393290922798
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1393290922798
java.specification.name,sysinfo,,,"Java Platform API Specification",1393290922798
java.specification.vendor,sysinfo,,,"Oracle Corporation",1393290922798
java.specification.version,sysinfo,,,"1.7",1393290922798
java.vendor,sysinfo,,,"Oracle Corporation",1393290922798
java.version,sysinfo,,,"1.7.0_21",1393290922798
java.vm.info,sysinfo,,,"mixed mode",1393290922798
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1393290922798
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393290922798
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1393290922798
java.vm.specification.version,sysinfo,,,"1.7",1393290922798
java.vm.vendor,sysinfo,,,"Oracle Corporation",1393290922798
java.vm.version,sysinfo,,,"23.21-b01",1393290922798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393291966768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393291982217
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1393291984842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393291988315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292012731
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1393292015560
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1393292016280
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1393292016312
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1393292021203
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1393292021421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292035443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292098822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292104089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292533109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292538096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292541737
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1393292542112
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1393292542549
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1393292542971
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1393292542971
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1393292543002
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1393292543018
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1393292543034
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1393292543049
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1393292543065
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1393292543065
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1393292543081
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1393292543081
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1393292543096
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1393292543096
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20110508,"org.eclipse.pde.runtime",1393292543112
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1393292543112
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1393292543112
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.6.1.r42x201309100026,"org.eclipse.wb.rcp.SWT_AWT",1393292543128
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1393298342643
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1393298342643
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1393298342643
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1393298342659
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1393298342659
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1393298342675
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1393298342675
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1393298342675
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1393298342690
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1393298342690
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1393298342706
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1393298342706
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1393298342722
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1393298342722
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1393298342722
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1393298342737
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1393298342753
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1393298342753
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110606-0949,"org.eclipse.emf.common.ui",1393298342768
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1393298342768
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1393298342768
started,bundle,org.eclipse.emf.edit,2.7.0.v20110606-0949,"org.eclipse.emf.edit",1393298342784
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110606-0949,"org.eclipse.emf.edit.ui",1393298342784
